,idPersona,sexo,por_que_pelota_que_canta,por_que_pelota_que_canta_count_total,explica_lo_que_quiere_decir_mi_hermanito_es_una_pelota_de_gritos,explica_lo_que_quiere_decir_mi_hermanito_es_una_pelota_de_gritos_count_total,que_otra_cosa_podria_ser_una_pelota_de_pelos,que_otra_cosa_podria_ser_una_pelota_de_pelos_count_total,explica_tu_respuesta_en_la_frase_pelota_de_plata,explica_tu_respuesta_en_la_frase_pelota_de_plata_count_total,c1t,c1t_count_total,c2t,c2t_count_total,c3t,c3t_count_total,c4t,c4t_count_total,c5t,c5t_count_total,c6t,c6t_count_total,que_significa_1,que_significa_1_count_total,por_que_crees_que_si_o_no_es_posible_1,por_que_crees_que_si_o_no_es_posible_1_count_total,que_significa_2,que_significa_2_count_total,por_que_crees_que_si_o_que_no_es_posible_2,por_que_crees_que_si_o_que_no_es_posible_2_count_total,que_significa_3,que_significa_3_count_total,por_que_crees_que_si_o_que_no_es_posible_3,por_que_crees_que_si_o_que_no_es_posible_3_count_total,que_significa_4,que_significa_4_count_total,por_que_crees_que_si_o_que_no_es_posible_4,por_que_crees_que_si_o_que_no_es_posible_4_count_total,que_significa_5,que_significa_5_count_total,por_que_crees_que_si_o_que_no_es_posible_5,por_que_crees_que_si_o_que_no_es_posible_5_count_total,que_significa_6,que_significa_6_count_total,por_que_crees_que_si_o_que_no_es_posible_6,por_que_crees_que_si_o_que_no_es_posible_6_count_total,que_significa_7,que_significa_7_count_total,por_que_crees_que_si_o_que_no_es_posible_7,por_que_crees_que_si_o_que_no_es_posible_7_count_total,que_significa_8,que_significa_8_count_total,por_que_crees_que_si_o_que_no_es_posible_8,por_que_crees_que_si_o_que_no_es_posible_8_count_total,que_significa_9,que_significa_9_count_total,por_que_crees_que_si_o_que_no_es_posible_9,por_que_crees_que_si_o_que_no_es_posible_9_count_total,lista_de_valores,promedio_total
281,282,f,si. porque a su mama le gusta cantar,,mi hermano grita mucho,,papa. tiene pelo en brazos y barba,,luna porque es redonda y es de plata,,largo,,hay blancos y blancos,,carinoza,,bonita fria,,que ya paso,,que podras mejorar en algo que te cuesta trabajo,,una estrella de cristal,,no porque cuesta trabajo,,vestido hecho de tela,,porque hay personas que te dejan vestidos de tela,,unos zapatos hechos de miel,,no porque desaparece la forma si te los pones o se les cae toda la miel,,escultura de piedra,,si hay personas que se dedican a hacer esculturas de piedras,,el alma de una persona es valiente,,si porque es alguien que es fuerte con sus enfermedades,,comer un banquete obligado,,no porque si no quieres no comes,,una silla llega ,,las sillas no caminan,,un atleta corre,,porque las personas corren,,el tiempo te alcanza ,,si cuando se te hace tarde en algo,,,
282,283,f,no. porque las pelotas no cantan*,,mi hermano grita mucho,,mi hermano porque tiene el pelo largo,,mi papa,,de papel,,de petalos,,caliente,,sin gravedad,,tiene muchos dias,,que son muy rapidos,,que sus ojos son amarillos,,si es posible porque he visto a mucha gente con ojos de miel,,que el collar tiene piedritas ,,si. porque yo tengo uno,,que la escoba tiene vidrio,,eso no existe,,que la comida tiene mucha sal,,yo como comida salada,,casi ni te tocan ,,me han hecho eso,,no sabe a nada,,el lapiz no tiene sabor ,,que se acercan a ti,,esto nunca puede pasar,,el tren pasa por las vias,,los trenes viajan de un lugar a otro,,que los dias pasan uno por uno,,si es como hoy martes manana miercoles,,,
283,284,f,no. porque las pelotas no cantan*,,mi hermano grita mucho,,oso. es peludo,,esfera. es redonda y de plata,,cabello dicil de poner quieto,,son muy relucientes,,muy buena,,blanca,,que ya paso,,que viene mejor el tiempo,,ojos bonitos,,puede que como son estrellas son ojos,,cabello,,porque dice terciopelo y eso es como cabello,,pies amarillos,,porque los zapatos es como pies y la miel es amarilla,,porque no se mueve,,porque escultura es que no se mueve y piedar que es muy dura ,,es muy fuerte,,porque una persona buena pero no le importa lo que le digan,,es una cosa caliente,,porque la banqueta es una orilla,,algo esta por pasar,,porque las sillas no se mueven. pero si que algo viene,,personas corren,,[porque los atletas son atletas y correr es correr,,que algo te alcanza ,,que el tiempo y otras cosas te pueden alcanzar,,,
284,285,f,si. es una persona que canta,,mi hermano grita mucho,,peluche. porque es peludo,,luna. porque es redonda y tiene color de plata,,0,,0,,0,,0,,0,,0,,estrellas delicadas,,el cristal es delicado,,vestidos hechos de tela,,porque de eso estan hechos,,zapatos amarillos,,porque la miel es amarilla,,esculturas hechas de piedra,,porque con eso se hacen a veces,,eres muy fuerte,,porque el hierro es duro,,la banqueta te cubre,,porque abrigadora significa eso,,la silla ya esta lista,,porque suena a eso,,los deportistas corren,,eso hacen,,alcanza el tiempo,,porque todo alcanza,,,
285,286,f,si. es una persona que canta,,mi hermano grita mucho,,papa. porque se peina para arriba,,luna es de ese color,,0,,0,,0,,0,,0,,0,,las estrellas brillan mucho,,porque la estrellas desde lejos se ven brillantes sino brillaran no se verian ,,hay vestidos de tela,,porque si han fabricado vestidos de tela las personas ,,hay zapatos de miel,,porque no puede haber zapatos hecho de miel,,hay esculturas hecha de piedra,,porque en museos hay esculturas de piedra,,que tu alma es muy valiente,,porque tu eres muy fuerte y tu alma no te puedes enfermar facilmente ni morir,, que una banqueta te abrigue,,porque nimodo que una banqueta te abrigue o te caliente. no se podria ,,que ya llego sola cminando ,,porque no puede caminar  la silla sola y llegar ,,que los atletas corren en olimpiadas,,porque los atletas si corren en competencias,,el tiempo nunca se acaba ,,porque hace mas de un millon de anos que no se acaba el tiempo,,,
286,287,f,si. es una persona que canta,,mi hermano grita mucho,,animales. son peludos,,es fuerte,,0,,0,,0,,0,,0,,0,,que son muy brillantes,,las estrellas brillan y el cristal tambien cuando se refleja,,que es un vestido con un tipo de tela,,terciopelo es como una tela,,muy pagajosos,,la miel es pegajosa,,una escultura hecha de piedra,,hay esculturas de piedra,,que es fuerte,,porque el hierro es fuerte,,no creo que signifique nada ,,no creo que signifique algo ,,que algo esta ahi,,porque  algo ya llego,,que los atletas corren ,,porque algunos atletas corren,,que sobra tiempo ,,si dice que alcanza es como si sobrara,,,
287,288,f,no. porque las pelotas no cantan*,,mi hermano grita mucho,,mi abuelita. es muy activa,,donde estan las plantas,,0,,0,,0,,0,,0,,0,, que las estrellas son fragiles,,las estreallas son fragiles,,que los vestidos son de tela,,porque los vestidos estan hechos de tela,,zapatos son pegajosos,,los zapatos son dificiles de quitar,,que una escultura es de piedra,,hay algunas esculturas de piedra,,que su alma es como una piedra,,su alma esta cerrada,,que la banqueta es comoda,,porque la banqueta es comoda,,la silla ya esta ahi,,lo que faltaba era la silla,,que los atletas corren,,los atletas se preparan para correr,,el tiempo te alcanza,,por que si no vas rapido el tiempo que tenias medido se va,,,
288,289,f,si. es una persona que canta,,mi hermano grita mucho,,mi hermana. siempre se enoja,,muy valioso,,0,,0,,0,,0,,0,,0,,las estrellas son muy brillantes,,porque las estrellas son brillantes como el sol,,que los vestidos son de tela,,los vestidos se hacen de tela,,son muy pegajosos,,la miel es pegajosa,,que la escultura es de piedra,,algunas esculturas son de piedra,,que no tienen muchos sentimientos,,porque el hierro es duro,,que es muy calientita,,1,,que la silla ya llego,,dice que la silla llego,,que los atletas corren,,los atletas corren en sus clases,,el tiempo si alcanza,,porque dice que el tiempo alcanza,,,
289,290,f,si.porque la mama canta,,mi hermano grita mucho,,cabeza ,,moneda circular y plateada,,se tiene que utiizar suave como un zacate,,son muy hermosos como si fueran perlas,,es algo dulce conmigo,,la sonrisa es bonita como un hielo,,se esconde cuando el sol sale,,que a veces estamos en tiempos dificiles,,que las estrellas brillan,,porque hay estrellas que brillan como un cristal,,los vestidos son de tela,,porque los vestidos son de tela,,NN,,porque no existen zapatos de miel,,algo que esta hecho de piedra,,porque puede haber cosas hechas de piedra,,alma fuerte,,porque hay gente con alma hermosa,,NN,,NN,,NN,,NN,,la gente corre,,hay gente que corre como atleta,,el tiempo te puede alcanzar,,hay tiempo para todo,,,
290,291,f,no. porque las pelotas no cantan*,,mi hermano grita mucho,,NS,,una moneda o joyas porque son de plata,,como una planta muy dura y tambien suave,,son brillantes y bonitos,,puede ser mi amiga mi mejor con quien compartir mis preguntas,,es muy fria porque es de hielo y seria como una sonrisa,,que una noche quedo otro dia,,que vendran tiempos mas llenos de amory felicidad,,son unas estrellas de cristal,,porque no creo que sean  de cristal,,un vestido de tela,,porque si pueden ser de tela,,que los zapatos son de miel,,porque no pueden ser de miel,,una imagen es representada,,porque si son personajes hechos de piedra,,porque un alma no es de hierro,,porque no hay alma de hierro,,porque puede ser que este calientita,,que siempre pasan porque estan calientita,,NN,,NN,,los atletas pueden ser rapidos,,corren para hacer ejercicio,,nos pueden dejar mucho tiempo,,asi pueden alcanzar,,,
291,292,f,no. porque no suena logico,,mi hermano grita mucho,,gatos sueltan pelos,,una moneda o joyas porque son de plata,,no tiene sentido,,son chiquitos blancos y tienen colmillos,,no tengo hermanos,,roja agradable,,se fue la manana,,que vendran mas cositas mejores,,que no son de cristal,,porque puede ser que no sean de cristal,,que son de tela,,porque hay algunos que si son de tela,,no existen,,porque no hay,,que esta hecha de piedra,,porque he visto,,ZZ,,porque no existe,,no existe,,porque los banquetes no se abrigan,,0,,porque no se mueven,,que corre,,porque a veces corren personas,,0,,porque a veces se va,,,
292,293,f,si. porque puedes jugar con ella,,mi hermano grita mucho,,gato. es peludo,,consigue dinero para su familia,,tieso y rasposo,,brillantes y blancos,,carinoso,,no para de sonreir,,salio el sol,,que si te la pasaste mal habra el dia siguiente felicidad,,que las hacen con cristal,,si es posible porque las pueden hacer,,un vestido de tela,,porque se pueden hacer de tela,,no significa nada,,no entiendo el sentido,,es homenaje de alguien,,es la memoria de alguien importante,,nada,,no es posible,,nada,,no es posible,,que una silla ya llego,,es posible,,para alcanzar su meta,,es posible,,que luego sobra y luego no,,es posible,,,
293,294,f,no. no tiene sentido,,mi hermano grita mucho,,papa. tiene pelo en brazos y barba,,arbol porque el podia hacerce de plata. hojas de plata. tallos de plata,,no entiendo,,los dientes son blancos como perlas,,es dulce osea amable y que respeta,,es si la dejas mucho tiempo se siente fria como el hielo,,de que ya es de dia y la noche ya se fue osea la noche quedo atras,,de que tienes un mal dia y dices habra tiempos mejores,,que las estrellas se enfrian y se hacen de cristal,,si es porque cuando las estrellas se enfrian se convierten en cristal,,de que se hacen los vestidos de tela,,si es cierto porque con cualquier tela se pueden hacer vestidos,,NS,,no porque un zapato de miel se siente raro,,es que se hace una figura de roca o piedra,,si se hacen con otra figura y hacer esculturas en la roca,,de que tienes un alma fuerte,,si porque tu alma es fuerte como el hierro,,NS,,no se puede una banqueta abrigadora,,NS,,NN,,si se puede todos corren,,si porque todas las personas pueden correr,,NS,,no tiene sentido,,,
294,295,f,NN,,mi hermano grita mucho,,cabeza de un perro,,luna parece de plata,,0,,blancos. brillosos. hermosos,,enojon. griton. chillon. dormilon. comelon. groseron. payason,,bonita linda hermosa,,NS,,0,,que hay estrellas de cristal,,no porque no es posible no existen solo existen las estrellas normales,,que hay vestidos de tela,,si porque fabrican vestidos de tela,,que hay zapatos de miel,,no porque se pueden desperdiciar todos los zapatos. no se aprovecharian,,que hay esculturas de piedra,,si hay esculturas de piedra y de los monumentos importantes,,NS,,no es posible que haya un alma de hierro,,NS,,no es posible que haya una banqueta con abrigos,,que la silla llega a la casa sola,,no puede llegar una silla por su cuenta,,que corren atletas,,es bueno que corran los atletas,,NS,,el tiempo no alcanza a nadie,,,
295,296,f,no. porque las pelotas no cantan*,,mi hermano grita mucho,,un lobo porque tiene pelos,,una pelota de plata,,0,,0,,0,,0,,0,,0,,una estrella de cristal,,porque no se puede,,un vestido hecho de tela,,porque si lo pueden hacer,,unos zapatos hechos por miel,,se derritirian y te quedarian pegajosos,,una forma hecha de piedra,,porque la pueden hacer,,un alma hecha de hielo,,porque se derretiria,,una banqueta caliente,,porque no se puede,,0,,0,,atletas corren,,los pueden hacer correr,,el tiempo corre,,el tiempo va rapido,,,
296,297,f,si. puede imaginar una pelota que canta,,mi hermano grita mucho,,los gatos o perros tienen pelos,,luna aveces es obscura y plata tambien,,0,,0,,0,,0,,0,,0,,que son brillantes,,porque tal vez solo quiere decir que brillan,,que estan hechos de tela,,porque en el mundo ya existe,,que estan hechos de miel,,porque no se pueden hacer de miel,,que se hizo con piedra,,porque mucha gente las hace,,que su alma es muy fuerte,,porque nuestra alma si puede ser fuerte,,que es caliente,,porque puede que este calientita,,que llego una silla,,porque la silla no se puede mover,,que estan corriendo,,porque todos podemos correr,,que el tiempo es rapido,,porque hay veces que se pasa muy rapido,,,
297,298,f,no. porque las pelotas no cantan*,,mi hermano grita mucho,,gato perro leon,,una pelota de plata,,como seria un estropajo,,de perlas osea rosas y brillantes en bola,,seria muy dulce con todos,,seria como si me sonrie se veria como su boca de hielo,,algo bueno que despues quedo en el pasa,,que en el futuro me ira mejor,,que son estrellas de cristal,,porque las estrellas jamas seran cristales,,que los vestidos son de tela,,porque los vestidos siempre seran de tela,,que los zapatos son de miel,,porque no existiria tal zapato que fuera de miel,,que la escultura es de piedra,,porque las esculturas si pueden ser de piedra,,que es un alma de hierro,,porque las almas no son asi,,que la banqueta te abriga,,la banqueta no puede abrigar,,que la silla ya llego,,la silla no puede llegar ya esta ahi,,que los atletas corren,,los atletas si corren porque necesitan correr,,que el tiempo alcanza,,que el tiempo nos puede alcanzar,,,
298,299,f,no porque las pelotas no cantan*,,mi hermano grita mucho,,gato porque es peludo,,una pelota de plata es la luna,,largo y lacio,,blancos y cuadrados,,linda mediana y guapa,,linda,,dormir,,que habra otro dia mejor que este,,que no existe,,no hay ninguna,,si existe,,si hay,,no existe,,no hay ninguna,,si existe,,si hay,,que no hay ninguna alma de hierro,,no hay ninguna alma de hierro,,que hay una banqueta que abriga,,no hay ninguna,,que hay una silla que se mueve,,no hay ninguna,,que si los atletas corren,,si corren,,que el tiempo si alcanza,,si alcanza el tiempo,,,
299,300,f,si. todos cantan,,mi hermano grita mucho,,cabello tiene pelos,,luna como plata,,es rasposo y a veces suavecito,,muy blancos,,mi hermano es lino y carinoso,,bonita y grande,,que la noche se oculta y sale el sol,,que te pasaran mas adelante cosas bonitas,,estrellas brilantes,,porque si no se romperian,,que son vestidos cosidos,,porque yo he tenido,,que es miel,,no porque si se ? la miel si pero no se seca,,que es una escultura hecha de piedra,,por que la pudieron haber hecho con piedras,,que tu tienes un alma fuerte,,porque tu puedes ser fuerte en todas las ocasiones,,que a donde vayas te cobijan,,porque siempre hay alguien que te cobija,,ya llegaron,,porque una silla no camina,,tenemos que correr mucho,,correr para tu salud,,porque te alcanza a todas las cosas que quieras hacer en tu futuro,,porque puedes alcanzar a hacer todo,,,
300,301,f,no. porque no es redonda,,mi hermano grita mucho,,coco tiene pelos,,porque es redonda y brillante,,es muy duro y con pelitos,,algunos son redondos un poco como cuadraditos,,timida tiene un poco de miedo amabre y bonita,,NN,,que ya salio el sol y la luna se quedo atras,,que si en estos tiempos es mal vendran tiempos mejores,,que haya estrellas de cristal,,no porque no existen las estrellas de cristal,,que haya algunos vestidos de tela,,si es posible,,NS,,0,,la pueden construir,,si es posible,,nadie tiene alma de hierro,,no es posible que haya un alma de hierro,,que te cobije la banqueta,,no puede existir una banqueta que te abrigue,,0,,0,,que corren en competiciones,,si es posible,,siempre hay tiempo,,si existe el tiempo,,,
301,302,f,no. porque las pelotas no cantan*,,NS,,la parte de arriba de un arbol,,luna es redonda color plata,,una bola redonda con pelos,,algunos son blancos y un poco redondos,,es bonita gordita amorosa y comprendente,,NN,,que ya salio el sol,,habran momentos mejores que los que pasaste,,unas estrellas blancas,,porque es color blanco o transparente,,vestidos con su tela,,porque los vestidos tienen tela todos,,NS,,NS,,una figura de piedra,,porque es de piedra y puede ser cualquier tipo de figura,,NS,,NS,,una banqueta caliente,,porque puede ser caliente por el sol,,NN,,NN,,unas personas que corren,,un tipo de personas que hacen ejercicio,,del tiempo que ya paso,,del tiempo corre y te alcanza,,,
302,303,f,NN,,mi hermano grita mucho,,coco tiene pelos,,NS,,es como un hilo,,fuertes y limpios,,gritona. chillona. graciosa,,NN,,se va el sol y pasa la luna y estrellas,,-,,que son bonitas y parecen de cristal,,no tengo idea,,son suaves son de tela y bonitas,,0,,0,,0,,son bonitas y si son de piedra,,0,,0,,0,,0,,0,,0,,0,,son flexibles y corren mucho,,0,,0,,0,,,
